timestamp,quality,angle_deg,distance_mm
1772624032,15,180.000152,4903.24
1772624032,15,181.000151,4886.7
1772624032,15,182.00015,4909.08
1772624032,15,183.00015,4898.33
1772624032,15,184.000149,4932.68
1772624032,15,185.000148,4929.52
1772624032,15,186.000147,4931.01
1772624032,15,187.000146,4918.61
1772624032,15,188.000145,4950.86
1772624032,15,189.000144,4979.95
1772624032,15,190.000144,4994.11
1772624032,15,191.000143,4995.26
1772624032,15,192.000142,5005.9
1772624032,15,193.000141,5035.14
1772624032,15,194.00014,5043.75
1772624032,15,195.000139,5079.72
1772624032,15,196.000139,5090.5
1772624032,15,197.000138,5114.48
1772624032,15,198.000137,5129.48
1772624032,15,199.000136,5160.97
1772624032,15,200.000135,5197.99
1772624032,15,201.000134,5249.46
1772624032,15,202.000133,5294.48
1772624032,15,203.000133,5334.79
1772624032,15,204.000132,5364.92
1772624032,15,205.000131,5416.85
1772624032,15,206.00013,5457.48
1772624032,15,207.000129,5519.5
1772624032,15,208.000128,5555.81
1772624032,15,209.000128,5591.93
1772624032,15,210.000127,5676.18
1772624032,15,211.000126,5731.28
1772624032,15,212.000125,5775.12
1772624032,15,213.000124,5847.42
1772624032,15,214.000123,5919.63
1772624032,15,215.000122,6005.25
1772624032,15,216.000122,6075.81
1772624032,15,217.000121,6143.02
1772624032,15,218.00012,6230.41
1772624032,15,219.000119,6318.95
1772624032,15,220.000118,6416.58
1772624032,15,221.000117,6506.17
1772624032,15,222.000117,6603.88
1772624032,15,223.000116,6727.92
1772624032,15,224.000115,6840.91
1772624032,15,225.000114,6919.21
1772624032,15,226.000113,6801.97
1772624032,15,227.000112,6677.78
1772624032,15,228.000111,6581.77
1772624032,15,229.000111,6491.92
1772624032,15,230.00011,6379.95
1772624032,15,231.000109,6301.04
1772624032,15,232.000108,6207.23
1772624032,15,233.000107,6137.42
1772624032,15,234.000106,6047.14
1772624032,15,235.000106,5977.63
1772624032,15,236.000105,5899.77
1772624032,15,237.000104,5841.94
1772624032,15,238.000103,5776.61
1772624032,15,239.000102,5694.81
1772624032,15,240.000101,5644.83
1772624032,15,241.000101,5591.45
1772624032,15,242.0001,5531.84
1772624032,15,243.000099,5494.42
1772624032,15,244.000098,5432.27
1772624032,15,245.000097,5385.74
1772624032,15,246.000096,5358.63
1772624032,15,247.000095,5348.46
1772624032,15,248.000095,5276.32
1772624032,15,249.000094,5241.44
1772624032,15,250.000093,5212.14
1772624032,15,251.000092,5194.05
1772624032,15,252.000091,5146.98
1772624032,15,253.00009,5124.63
1772624032,15,254.00009,5081.6
1772624032,15,255.000089,5063.8
1772624032,15,256.000088,5055
1772624032,15,257.000087,5015.19
1772624032,15,258.000086,5010.85
1772624032,15,259.000085,4969.31
1772624032,15,260.000084,4950.3
1772624032,15,261.000084,4979.31
1772624032,15,262.000083,4935.11
1772624032,15,263.000082,4924.53
1772624032,15,264.000081,1344.31
1772624032,15,265.00008,1357.63
1772624032,15,266.000079,1359.08
1772624032,15,267.000079,1336.76
1772624032,15,268.000078,1356.36
1772624032,15,269.000077,1347.05
1772624032,15,270.000076,1360.74
1772624032,15,271.000075,1342.65
1772624032,15,272.000074,1337.37
1772624032,15,273.000073,1344.96
1772624032,15,274.000073,1345.06
1772624032,15,275.000072,1348.7
1772624032,15,276.000071,1371.85
1772624032,15,277.00007,4942.03
1772624032,15,278.000069,4960.65
1772624032,15,279.000068,4961.91
1772624032,15,280.000068,4981.38
1772624032,15,281.000067,4995.19
1772624032,15,282.000066,5016.29
1772624032,15,283.000065,5051.66
1772624032,15,284.000064,5070.18
1772624032,15,285.000063,5079.23
1772624032,15,286.000063,5109.55
1772624032,15,287.000062,5131.99
1772624032,15,288.000061,5162.68
1772624032,15,289.00006,5182.19
1772624032,15,290.000059,5227.1
1772624032,15,291.000058,5262.55
1772624032,15,292.000057,5313.27
1772624032,15,293.000057,5333.11
1772624032,15,294.000056,5374.7
1772624032,15,295.000055,5438.7
1772624032,15,296.000054,5466.79
1772624032,15,297.000053,5514.4
1772624032,15,298.000052,5571.39
1772624032,15,299.000052,5632.51
1772624032,15,300.000051,5681.73
1772624032,15,301.00005,5740.53
1772624032,15,302.000049,5772.67
1772624032,15,303.000048,5868.24
1772624032,15,304.000047,5927.58
1772624032,15,305.000046,6002.34
1772624032,15,306.000046,6071
1772624032,15,307.000045,6163.94
1772624032,15,308.000044,6242.77
1772624032,15,309.000043,6357.73
1772624032,15,310.000042,6439.22
1772624032,15,311.000041,6518.36
1772624032,15,312.000041,6622.38
1772624032,15,313.00004,6732.93
1772624032,15,314.000039,6863.47
1772624032,15,315.000038,6890.09
1772624032,15,316.000037,6753.31
1772624032,15,317.000036,6657.69
1772624032,15,318.000035,6533.93
1772624032,15,319.000035,6465.34
1772624032,15,320.000034,6353.35
1772624032,15,321.000033,6254.57
1772624032,15,322.000032,6180.99
1772624032,15,323.000031,6101.85
1772624032,15,324.00003,2336.39
1772624032,15,325.00003,2290.22
1772624032,15,326.000029,2269.2
1772624032,15,327.000028,2262.97
1772624032,15,328.000027,2222.82
1772624032,15,329.000026,2190.86
1772624032,15,330.000025,2197.08
1772624032,15,331.000024,2157.23
1772624032,15,332.000024,2143.25
1772624032,15,333.000023,2118.08
1772624032,15,334.000022,2106.75
1772624032,15,335.000021,2088.17
1772624032,15,336.00002,2073.56
1772624032,15,337.000019,2057.15
1772624032,15,338.000019,2052.37
1772624032,15,339.000018,2026.76
1772624032,15,340.000017,2028.48
1772624032,15,341.000016,2003.08
1772624032,15,342.000015,2002.3
1772624032,15,343.000014,2115.97
1772624032,15,344.000014,2249.34
1772624032,15,345.000013,2365.57
1772624032,15,346.000012,2566.66
1772624032,15,347.000011,2765.56
1772624032,15,348.00001,2993.27
1772624032,15,349.000009,3282.91
1772624032,15,350.000008,3639.63
1772624032,15,351.000008,4955.7
1772624032,15,352.000007,4953.77
1772624032,15,353.000006,4931.62
1772624032,15,354.000005,4933.26
1772624032,15,355.000004,4910.16
1772624032,15,356.000003,4916.1
1772624032,15,357.000003,4895.05
1772624032,15,358.000002,4914.2
1772624032,15,359.000001,4907.66
1772624032,15,0,4898.95
1772624032,15,0.999999,4906.42
1772624032,15,1.999998,4906.11
1772624032,15,2.999997,4896.36
1772624032,15,3.999997,4932.62
1772624032,15,4.999996,4938.07
1772624032,15,5.999995,4932.68
1772624032,15,6.999994,4939.11
1772624032,15,7.999993,4965.87
1772624032,15,8.999992,4963.07
1772624032,15,9.999992,5000.2
1772624032,15,10.999991,5007.63
1772624032,15,11.99999,5021.93
1772624032,15,12.999989,5040.91
1772624032,15,13.999988,5069.63
1772624032,15,14.999987,5084.84
1772624032,15,15.999986,5117.89
1772624032,15,16.999986,5136.73
1772624032,15,17.999985,5165.58
1772624032,15,18.999984,5190.04
1772624032,15,19.999983,5240.46
1772624032,15,20.999982,5268.7
1772624032,15,21.999981,5311.05
1772624032,15,22.999981,5356.73
1772624032,15,23.99998,5391.81
1772624032,15,24.999979,5429.96
1772624032,15,25.999978,5490.53
1772624032,15,26.999977,5528.58
1772624032,15,27.999976,5582.07
1772624032,15,28.999976,5639.93
1772624032,15,29.999975,5677.58
1772624032,15,30.999974,5742
1772624032,15,31.999973,5805.13
1772624032,15,32.999972,5877.84
1772624032,15,33.999971,5957.29
1772624032,15,34.99997,6023.38
1772624032,15,35.99997,6089.69
1772624032,15,36.999969,6201.84
1772624032,15,37.999968,6279.12
1772624032,15,38.999967,6370.79
1772624032,15,39.999966,6464.86
1772624032,15,40.999965,6556.39
1772624032,15,41.999965,6660.88
1772624032,15,42.999964,6775.89
1772624032,15,43.999963,6894.08
1772624032,15,44.999962,6858.05
1772624032,15,45.999961,6736.42
1772624032,15,46.99996,6644.15
1772624032,15,47.999959,6518.68
1772624032,15,48.999959,6421.78
1772624032,15,49.999958,6328.83
1772624032,15,50.999957,6239.01
1772624032,15,51.999956,6162.87
1772624032,15,52.999955,6071.54
1772624032,15,53.999954,5990.67
1772624032,15,54.999954,5944.34
1772624032,15,55.999953,5864.62
1772624032,15,56.999952,5800.73
1772624032,15,57.999951,5738.58
1772624032,15,58.99995,5678.81
1772624032,15,59.999949,5610.01
1772624032,15,60.999948,5557.06
1772624032,15,61.999948,5510.89
1772624032,15,62.999947,5456.61
1772624032,15,63.999946,5415.78
1772624032,15,64.999945,5379.04
1772624032,15,65.999944,5323.09
1772624032,15,66.999943,5304.93
1772624032,15,67.999943,5261.43
1772624032,15,68.999942,5225.42
1772624032,15,69.999941,5200.28
1772624032,15,70.99994,5157.12
1772624032,15,71.999939,5151.12
1772624032,15,72.999938,5104.14
1772624032,15,73.999937,5080.48
1772624032,15,74.999937,5068.63
1772624032,15,75.999936,5038.93
1772624032,15,76.999935,5021.27
1772624032,15,77.999934,4992.62
1772624032,15,78.999933,4978.63
1772624032,15,79.999932,4973.71
1772624032,15,80.999932,4946.8
1772624032,15,81.999931,4930.98
1772624032,15,82.99993,4930.01
1772624032,15,83.999929,4913.91
1772624032,15,84.999928,4899.48
1772624032,15,85.999927,4898.01
1772624032,15,86.999927,4903.98
1772624032,15,87.999926,4896.32
1772624032,15,88.999925,4902.24
1772624032,15,89.999924,4917.45
1772624032,15,90.999923,4903.91
1772624032,15,91.999922,4896.57
1772624032,15,92.999921,4908.4
1772624032,15,93.999921,4916.88
1772624032,15,94.99992,4928.12
1772624032,15,95.999919,4922.88
1772624032,15,96.999918,4956.7
1772624032,15,97.999917,4965.96
1772624032,15,98.999916,4966.01
1772624032,15,99.999916,4978.22
1772624032,15,100.999915,5001.88
1772624032,15,101.999914,5016.21
1772624032,15,102.999913,5051.21
1772624032,15,103.999912,5057.43
1772624032,15,104.999911,5097.81
1772624032,15,105.99991,5116.06
1772624032,15,106.99991,5141.05
1772624032,15,107.999909,5193.48
1772624032,15,108.999908,5206.19
1772624032,15,109.999907,5252.21
1772624032,15,110.999906,5284.39
1772624032,15,111.999905,5309.36
1772624032,15,112.999905,5370.92
1772624032,15,113.999904,5404.22
1772624032,15,114.999903,5439.8
1772624032,15,115.999902,4997.46
1772624032,15,116.999901,4830.96
1772624032,15,117.9999,4681.69
1772624032,15,118.999899,4519.04
1772624032,15,119.999899,4377.85
1772624032,15,120.999898,2330.1
1772624032,15,121.999897,2329.3
1772624032,15,122.999896,2325.46
1772624032,15,123.999895,2318.63
1772624032,15,124.999894,2299.77
1772624032,15,125.999894,2310.79
1772624032,15,126.999893,2296.43
1772624032,15,127.999892,2293.89
1772624032,15,128.999891,2300.21
1772624032,15,129.99989,2282.7
1772624032,15,130.999889,3371.68
1772624032,15,131.999889,3422.48
1772624032,15,132.999888,3475.67
1772624032,15,133.999887,3526.27
1772624032,15,134.999886,3592.45
1772624032,15,135.999885,3663.51
1772624032,15,136.999884,3713.41
1772624032,15,137.999883,3800.44
1772624032,15,138.999883,3890.5
1772624032,15,139.999882,3946.27
1772624032,15,140.999881,4045.81
1772624032,15,141.99988,4151.46
1772624032,15,142.999879,4245.97
1772624032,15,143.999878,4346.54
1772624032,15,144.999878,4446.18
1772624032,15,145.999877,5833.95
1772624032,15,146.999876,5783.83
1772624032,15,147.999875,5705.76
1772624032,15,148.999874,5670.37
1772624032,15,149.999873,5599.02
1772624032,15,150.999872,5550.01
1772624032,15,151.999872,5494.7
1772624032,15,152.999871,5457.78
1772624032,15,153.99987,1884.34
1772624032,15,154.999869,1871.07
1772624032,15,155.999868,1843.65
1772624032,15,156.999867,1842.14
1772624032,15,157.999867,1827.06
1772624032,15,158.999866,1802.97
1772624032,15,159.999865,1797.75
1772624032,15,160.999864,1783.56
1772624032,15,161.999863,1788.05
1772624032,15,162.999862,1750.25
1772624032,15,163.999861,1763.97
1772624032,15,164.999861,1756.92
1772624032,15,165.99986,1742.87
1772624032,15,166.999859,1730.51
1772624032,15,167.999858,1704.8
1772624032,15,168.999857,1721.01
1772624032,15,169.999856,1721.57
1772624032,15,170.999856,1727.37
1772624032,15,171.999855,1720.93
1772624032,15,172.999854,1909.72
1772624032,15,173.999853,2287.55
1772624032,15,174.999852,4913.64
1772624032,15,175.999851,4909.13
1772624032,15,176.99985,4907.26
1772624032,15,177.99985,4898.76
1772624032,15,178.999849,4889.22
