timestamp,quality,angle_deg,distance_mm
1767275341.2824223,15,271.46875,1198.75
1767275341.2824223,15,272.71875,1200.5
1767275341.2824223,15,273.9375,1202.0
1767275341.2824223,15,275.1875,1204.0
1767275341.2824223,15,276.34375,1207.0
1767275341.2824223,15,277.515625,1210.5
1767275341.2824223,15,278.796875,1214.5
1767275341.2824223,15,279.9375,1219.25
1767275341.2824223,15,281.15625,1224.5
1767275341.2824223,15,282.453125,1229.0
1767275341.2824223,15,283.578125,1235.0
1767275341.2824223,15,284.875,1243.0
1767275341.2824223,15,286.03125,1251.75
1767275341.2824223,15,287.25,1260.25
1767275341.2824223,15,288.484375,1268.25
1767275341.2824223,15,289.640625,1278.25
1767275341.2824223,15,290.890625,1289.5
1767275341.2824223,15,292.09375,1302.0
1767275341.2824223,15,293.28125,1315.5
1767275341.2824223,15,294.5,1327.75
1767275341.2824223,15,295.703125,1340.25
1767275341.2824223,15,296.875,1355.25
1767275341.2824223,15,298.125,1371.25
1767275341.2824223,15,299.328125,1388.5
1767275341.2824223,15,300.546875,1407.0
1767275341.2824223,15,301.734375,1412.5
1767275341.2824223,15,304.28125,1345.5
1767275341.2824223,15,305.53125,1305.25
1767275341.2824223,15,306.734375,1267.5
1767275341.2824223,15,310.609375,1125.0
1767275341.2824223,15,311.765625,1098.75
1767275341.2824223,15,313.015625,1076.5
1767275341.2824223,15,314.3125,1053.75
1767275341.2824223,15,315.59375,1031.25
1767275341.2824223,15,316.765625,1010.5
1767275341.2824223,15,318.078125,991.75
1767275341.2824223,15,319.265625,974.5
1767275341.2824223,15,320.546875,959.0
1767275341.2824223,15,321.796875,944.25
1767275341.2824223,15,323.046875,929.25
1767275341.2824223,15,324.28125,916.0
1767275341.2824223,15,325.4375,903.0
1767275341.2824223,15,326.734375,890.75
1767275341.2824223,15,327.921875,879.25
1767275341.2824223,15,329.21875,869.25
1767275341.2824223,15,330.421875,859.0
1767275341.2824223,15,331.65625,848.25
1767275341.2824223,15,332.8125,837.75
1767275341.2824223,15,334.109375,828.25
1767275341.2824223,15,335.359375,820.5
1767275341.2824223,15,336.59375,812.75
1767275341.2824223,15,337.796875,805.0
1767275341.2824223,15,339.0625,798.25
1767275341.2824223,15,340.34375,792.5
1767275341.2824223,15,341.4375,787.0
1767275341.2824223,15,342.671875,781.5
1767275341.2824223,15,343.953125,777.0
1767275341.2824223,15,345.171875,772.75
1767275341.2824223,15,346.328125,768.5
1767275341.2824223,15,347.640625,764.75
1767275341.2824223,15,348.84375,761.5
1767275341.2824223,15,350.21875,758.5
1767275341.2824223,15,351.3125,756.0
1767275341.435938,15,352.671875,753.5
1767275341.435938,15,353.8125,751.75
1767275341.435938,15,355.015625,750.5
1767275341.435938,15,356.203125,749.5
1767275341.435938,15,357.46875,747.25
1767275341.435938,15,359.828125,774.0
1767275341.435938,15,2.21875,801.25
1767275341.435938,15,3.421875,794.5
1767275341.435938,15,4.640625,796.25
1767275341.435938,15,5.828125,797.75
1767275341.435938,15,7.03125,799.75
1767275341.435938,15,8.28125,803.0
1767275341.435938,15,9.53125,806.75
1767275341.435938,15,10.640625,811.0
1767275341.435938,15,11.90625,815.25
1767275341.435938,15,13.109375,819.25
1767275341.435938,15,14.375,824.0
1767275341.435938,15,15.515625,829.5
1767275341.435938,15,16.828125,835.75
1767275341.435938,15,18.03125,842.5
1767275341.435938,15,19.15625,848.75
1767275341.435938,15,20.453125,856.0
1767275341.435938,15,21.5625,864.5
1767275341.435938,15,22.75,872.75
1767275341.435938,15,24.0625,880.5
1767275341.435938,15,25.28125,888.75
1767275341.435938,15,26.359375,897.5
1767275341.435938,15,27.609375,907.25
1767275341.435938,15,28.84375,917.25
1767275341.435938,15,29.96875,927.75
1767275341.435938,15,31.21875,940.75
1767275341.435938,15,32.40625,953.5
1767275341.435938,15,33.546875,964.75
1767275341.435938,15,34.84375,978.0
1767275341.435938,15,36.078125,992.25
1767275341.435938,15,37.34375,1007.0
1767275341.435938,15,38.46875,1024.5
1767275341.435938,15,39.671875,1043.25
1767275341.435938,15,40.921875,1061.25
1767275341.435938,15,42.109375,1080.75
1767275341.435938,15,45.78125,587.25
1767275341.435938,15,46.859375,585.5
1767275341.435938,15,48.234375,585.0
1767275341.435938,15,49.28125,585.25
1767275341.435938,15,50.484375,585.5
1767275341.435938,15,51.78125,586.0
1767275341.435938,15,52.9375,586.75
1767275341.435938,15,54.140625,587.75
1767275341.435938,15,55.515625,588.5
1767275341.435938,15,56.78125,590.25
1767275341.435938,15,57.890625,592.5
1767275341.435938,15,59.15625,593.75
1767275341.435938,15,60.234375,594.75
1767275341.435938,15,61.59375,596.75
1767275341.435938,15,62.765625,599.5
1767275341.435938,15,63.796875,601.75
1767275341.435938,15,65.0,605.25
1767275341.435938,15,66.265625,608.75
1767275341.435938,15,67.4375,612.25
1767275341.435938,15,68.640625,616.5
1767275341.435938,15,69.875,621.0
1767275341.435938,15,72.546875,1076.5
1767275341.435938,15,73.890625,1071.0
1767275341.435938,15,75.03125,1065.25
1767275341.435938,15,76.25,1060.25
1767275341.435938,15,77.53125,1054.5
1767275341.435938,15,78.75,1049.25
1767275341.435938,15,79.96875,1045.75
1767275341.435938,15,81.125,1043.25
1767275341.435938,15,82.421875,1041.75
1767275341.435938,15,83.546875,1039.0
1767275341.435938,15,84.796875,1037.0
1767275341.435938,15,85.984375,1036.5
1767275341.435938,15,87.1875,1036.0
1767275341.435938,15,88.421875,1036.0
1767275341.435938,15,89.65625,1036.0
1767275341.435938,15,90.859375,1037.0
1767275341.435938,15,92.09375,1038.25
1767275341.435938,15,93.34375,1040.25
1767275341.435938,15,94.515625,1042.5
1767275341.435938,15,95.8125,1044.5
1767275341.435938,15,96.984375,1047.25
1767275341.435938,15,98.25,1051.25
1767275341.435938,15,99.4375,1055.5
1767275341.435938,15,100.59375,1060.0
1767275341.435938,15,101.875,1064.5
1767275341.435938,15,103.0625,1069.25
1767275341.435938,15,104.203125,1075.5
1767275341.435938,15,105.484375,1082.0
1767275341.435938,15,106.671875,1087.75
1767275341.435938,15,107.90625,1094.0
1767275341.435938,15,109.015625,1102.25
1767275341.435938,15,110.296875,1110.0
1767275341.435938,15,111.421875,1117.75
1767275341.435938,15,112.65625,1127.5
1767275341.435938,15,113.90625,1138.0
1767275341.435938,15,115.0625,1149.75
1767275341.435938,15,116.3125,1161.5
1767275341.435938,15,117.46875,1173.0
1767275341.435938,15,120.546875,761.25
1767275341.435938,15,121.875,751.5
1767275341.435938,15,123.171875,742.25
1767275341.435938,15,124.328125,735.25
1767275341.435938,15,125.65625,728.25
1767275341.435938,15,126.875,721.25
1767275341.435938,15,127.984375,715.25
1767275341.435938,15,129.21875,709.0
1767275341.435938,15,130.5625,702.75
1767275341.435938,15,131.75,697.75
1767275341.435938,15,132.921875,693.0
1767275341.435938,15,134.078125,688.5
1767275341.435938,15,135.296875,685.0
1767275341.435938,15,143.15625,1002.25
1767275341.435938,15,144.375,989.25
1767275341.435938,15,145.625,975.5
1767275341.435938,15,146.921875,961.75
1767275341.435938,15,148.125,951.0
1767275341.435938,15,149.34375,940.0
1767275341.435938,15,150.53125,927.75
1767275341.435938,15,151.84375,917.0
1767275341.435938,15,153.09375,908.25
1767275341.435938,15,154.203125,900.75
1767275341.435938,15,155.546875,893.25
1767275341.435938,15,156.75,885.0
1767275341.435938,15,158.015625,878.25
1767275341.435938,15,159.140625,873.0
1767275341.435938,15,160.5,867.25
1767275341.435938,15,161.640625,861.25
1767275341.435938,15,162.921875,855.75
1767275341.435938,15,164.0625,851.0
