session,timestamp,n_points,dtheta_deg,r_bar_m,alpha,clusters_baseline,clusters_kernel,noise_baseline,noise_kernel,silhouette_baseline,silhouette_kernel,db_baseline,db_kernel
2025.01.01_MedRoom_Empty_01.csv,1767275695.09534,259,1.203125,1.47675,0.6850492257409295,9,8,1.1583011583011582,0.7722007722007722,0.5059186781263583,0.535581376593278,0.43116805581002005,0.44102645849323713
2025.01.01_MedRoom_Empty_01.csv,1767275695.2484183,260,1.203125,1.481125,0.685007192504171,9,7,1.5384615384615385,0.7692307692307693,0.5000468801435659,0.5355835282236266,0.4330158726988737,0.4436124561630837
2025.01.01_MedRoom_Empty_01.csv,1767275695.3997262,262,1.203125,1.484875,0.6849710736419139,8,7,0.7633587786259542,0.7633587786259542,0.5209041994283916,0.5395417576241314,0.44566262360383835,0.44456451215470333
2025.01.01_MedRoom_Empty_01.csv,1767275695.5535228,260,1.203125,1.479375,0.6850240194103296,9,7,1.5384615384615385,0.7692307692307693,0.5007523992690054,0.5419766474705912,0.4301588216793004,0.4427047348840695
2025.01.01_MedRoom_Empty_01.csv,1767275695.7071035,263,1.203125,1.4895,0.6849264118787863,9,7,1.1406844106463878,1.1406844106463878,0.4957095367265101,0.5361079745379129,0.43610958191432414,0.4485359537008487
2025.01.01_MedRoom_Empty_01.csv,1767275695.8583243,259,1.203125,1.4805,0.6850132041983705,9,8,0.7722007722007722,0.0,0.5066638081784244,0.5269900345156092,0.4333748239149362,0.44511628497767924
2025.01.01_MedRoom_Empty_01.csv,1767275696.011284,262,1.203125,1.481375,0.6850047871776246,8,7,0.3816793893129771,0.3816793893129771,0.5225223392458374,0.5383623169908859,0.44502393612926056,0.4440448928904902
2025.01.01_MedRoom_Empty_01.csv,1767275696.1664014,257,1.203125,1.4745,0.6850707987068547,8,8,1.1673151750972763,0.0,0.5537488940380842,0.5368072503969321,0.4350938128829652,0.4396660098921206
2025.01.01_MedRoom_Empty_01.csv,1767275696.315874,259,1.203125,1.481,0.6850083950283882,8,8,1.9305019305019304,0.0,0.5600852189592863,0.5326028594340396,0.4308614138982578,0.43819954834341185
2025.01.01_MedRoom_Empty_01.csv,1767275696.4674952,258,1.203125,1.479625,0.6850216166783333,9,8,0.3875968992248062,0.3875968992248062,0.5035342122190848,0.5349809125728773,0.4286401469675384,0.4370235540827036
2025.01.01_MedRoom_Empty_01.csv,1767275696.6213152,261,1.203125,1.481,0.6850083950283882,9,8,0.7662835249042146,0.3831417624521073,0.5015195442173666,0.5228551779503643,0.4354734788550617,0.44692850808473844
2025.01.01_MedRoom_Empty_01.csv,1767275696.775381,258,1.203125,1.47375,0.6850779830440239,8,8,1.550387596899225,0.3875968992248062,0.5621641340072787,0.5428462627535189,0.43548130325448275,0.44087802683509447
2025.01.01_MedRoom_Empty_01.csv,1767275696.9260268,260,1.203125,1.48,0.6850180118856481,8,8,1.5384615384615385,0.38461538461538464,0.5495795421768317,0.53056630065574,0.4383027474462137,0.44350636180301106
2025.01.01_MedRoom_Empty_01.csv,1767275697.0798168,258,1.203125,1.483,0.6849891435130371,9,8,1.550387596899225,0.7751937984496124,0.5067699606526967,0.5377430699853134,0.4295503091345656,0.440596058027874
2025.01.01_MedRoom_Empty_01.csv,1767275697.230203,261,1.203125,1.47925,0.6850252206374092,9,7,0.3831417624521073,0.3831417624521073,0.501782455801753,0.541595097970138,0.43426777966743285,0.44336367055224074
2025.01.01_MedRoom_Empty_01.csv,1767275697.384031,259,1.203125,1.48175,0.6850011784924276,9,7,0.3861003861003861,0.3861003861003861,0.500147680935295,0.5427665339212804,0.4366261078448698,0.44812145793088576
2025.01.01_MedRoom_Empty_01.csv,1767275697.5378652,261,1.203125,1.48775,0.6849433259020261,9,8,1.1494252873563218,0.0,0.510911182675523,0.5198542583820295,0.43224587045436125,0.4459756445350914
2025.01.01_MedRoom_Empty_01.csv,1767275697.6890075,259,1.203125,1.4795,0.6850228180906398,9,7,0.7722007722007722,0.3861003861003861,0.4990592832789797,0.5426288640076787,0.4348858601333001,0.4478922338441365
2025.01.01_MedRoom_Empty_01.csv,1767275697.8431897,263,1.203125,1.488,0.6849409107300009,8,8,1.1406844106463878,0.38022813688212925,0.5439279204488024,0.5312096762502077,0.4428371998384327,0.44626597906013094
2025.01.01_MedRoom_Empty_01.csv,1767275697.9931676,259,1.203125,1.4765,0.6850516242160143,9,8,1.1583011583011582,0.0,0.5025815268318619,0.5270235800766765,0.43057690137854504,0.4430246064217756
2025.01.01_MedRoom_Empty_01.csv,1767275698.1472392,258,1.203125,1.48125,0.6850059898872519,9,7,0.3875968992248062,0.3875968992248062,0.5006796299250527,0.5407555920278535,0.43240647327693027,0.44182438035136273
2025.01.01_MedRoom_Empty_01.csv,1767275698.2980993,260,1.203125,1.476375,0.6850528233148635,9,8,1.5384615384615385,0.38461538461538464,0.5045108826982814,0.5276652202024994,0.4292932320304187,0.44104583072783843
2025.01.01_MedRoom_Empty_01.csv,1767275698.452422,261,1.203125,1.48325,0.6849867354037691,9,7,1.5325670498084292,0.3831417624521073,0.49998795007951236,0.5415547299672137,0.43142043929129753,0.4449995327372444
2025.01.01_MedRoom_Empty_01.csv,1767275698.6061602,260,1.203125,1.4825,0.6849939586180258,9,7,1.9230769230769231,0.0,0.5032044067630752,0.5385551030126109,0.42963051230592586,0.44539306005596974
2025.01.01_MedRoom_Empty_01.csv,1767275698.7563314,259,1.203125,1.479,0.685027622813764,9,7,1.1583011583011582,0.3861003861003861,0.4991163634736254,0.5388203263860865,0.43503577037699737,0.45185812323739005
2025.01.01_MedRoom_Empty_01.csv,1767275698.911281,260,1.203125,1.48075,0.6850107997987436,9,7,1.1538461538461537,0.7692307692307693,0.5095917505926528,0.5469938957129998,0.4337199264855469,0.4469187351527347
