timestamp,quality,angle_deg,distance_mm
1767275222.5154135,15,265.890625,1197.25
1767275222.5154135,15,267.078125,1196.5
1767275222.5154135,15,268.359375,1196.25
1767275222.5154135,15,269.546875,1196.0
1767275222.5154135,15,270.734375,1197.75
1767275222.5154135,15,271.9375,1200.25
1767275222.5154135,15,273.171875,1202.0
1767275222.5154135,15,274.375,1203.75
1767275222.5154135,15,275.53125,1206.5
1767275222.5154135,15,276.703125,1208.5
1767275222.5154135,15,277.921875,1212.0
1767275222.5154135,15,279.15625,1217.5
1767275222.5154135,15,280.390625,1221.5
1767275222.5154135,15,281.5625,1227.0
1767275222.5154135,15,282.796875,1232.0
1767275222.5154135,15,284.0,1238.25
1767275222.5154135,15,285.21875,1244.75
1767275222.5154135,15,286.390625,1252.5
1767275222.5154135,15,287.578125,1262.25
1767275222.5154135,15,288.765625,1271.0
1767275222.5154135,15,290.046875,1282.0
1767275222.5154135,15,291.171875,1294.0
1767275222.5154135,15,292.421875,1307.0
1767275222.5154135,15,293.625,1320.0
1767275222.5154135,15,294.765625,1331.5
1767275222.5154135,15,296.015625,1345.25
1767275222.5154135,15,297.234375,1360.25
1767275222.5154135,15,298.359375,1376.75
1767275222.5154135,15,299.6875,1394.0
1767275222.5154135,15,300.859375,1410.25
1767275222.5154135,15,302.0625,1408.0
1767275222.5154135,15,304.59375,1333.0
1767275222.5154135,15,305.828125,1295.0
1767275222.5154135,15,307.09375,1258.75
1767275222.5154135,15,310.828125,1117.5
1767275222.5154135,15,312.09375,1092.75
1767275222.5154135,15,313.40625,1067.75
1767275222.5154135,15,314.609375,1045.75
1767275222.5154135,15,315.84375,1025.75
1767275222.5154135,15,317.046875,1005.5
1767275222.5154135,15,318.375,987.75
1767275222.5154135,15,319.578125,971.0
1767275222.5154135,15,320.796875,954.75
1767275222.5154135,15,322.0625,939.75
1767275222.5154135,15,323.3125,924.75
1767275222.5154135,15,324.453125,911.75
1767275222.5154135,15,325.765625,899.75
1767275222.5154135,15,327.03125,887.75
1767275222.5154135,15,328.265625,877.25
1767275222.5154135,15,329.40625,867.0
1767275222.5154135,15,330.6875,856.5
1767275222.5154135,15,331.859375,846.25
1767275222.5154135,15,333.21875,836.0
1767275222.5154135,15,334.40625,826.75
1767275222.5154135,15,335.640625,819.25
1767275222.5154135,15,336.890625,811.0
1767275222.5154135,15,338.109375,802.75
1767275222.5154135,15,339.328125,796.75
1767275222.5154135,15,340.484375,791.5
1767275222.5154135,15,341.796875,786.0
1767275222.5154135,15,343.015625,780.75
1767275222.5154135,15,344.1875,776.5
1767275222.5154135,15,345.515625,772.25
1767275222.5154135,15,346.703125,768.0
1767275222.5154135,15,347.9375,764.5
1767275222.5154135,15,349.046875,761.25
1767275222.5154135,15,350.28125,758.0
1767275222.5154135,15,351.640625,756.25
1767275222.6656277,15,352.828125,753.75
1767275222.6656277,15,353.90625,751.75
1767275222.6656277,15,355.1875,751.5
1767275222.6656277,15,356.359375,749.5
1767275222.6656277,15,358.828125,774.5
1767275222.6656277,15,359.9375,774.0
1767275222.6656277,15,1.125,783.5
1767275222.6656277,15,2.4375,793.75
1767275222.6656277,15,3.609375,795.75
1767275222.6656277,15,4.84375,797.25
1767275222.6656277,15,6.015625,798.5
1767275222.6656277,15,7.1875,800.75
