timestamp,quality,angle_deg,distance_mm
1780761521.932124,15,68.171875,1140.0
1780761521.932124,15,69.515625,1128.75
1780761521.932124,15,78.546875,1478.5
1780761521.932124,15,79.9375,1480.0
1780761521.932124,15,81.21875,1477.25
1780761521.932124,15,82.609375,1467.5
1780761521.932124,15,83.921875,1464.0
1780761521.932124,15,85.28125,1463.5
1780761521.932124,15,86.609375,1458.5
1780761521.932124,15,87.96875,1458.25
1780761521.932124,15,89.3125,1458.0
1780761521.932124,15,90.640625,1458.0
1780761521.932124,15,92.015625,1458.25
1780761521.932124,15,93.3125,1458.25
1780761521.932124,15,100.421875,538.25
1780761521.932124,15,101.75,532.5
1780761521.932124,15,103.09375,527.75
1780761521.932124,15,104.390625,524.0
1780761521.932124,15,105.859375,520.0
1780761521.932124,15,107.140625,515.75
1780761521.932124,15,108.5,512.5
1780761521.932124,15,109.859375,509.5
1780761521.932124,15,111.265625,514.25
1780761521.932124,3,118.609375,1674.0
1780761521.932124,15,119.9375,1708.25
1780761521.932124,15,121.234375,1733.25
1780761521.932124,15,122.578125,1748.0
1780761521.932124,15,123.90625,1772.25
1780761521.932124,15,125.234375,1807.75
1780761521.932124,15,126.578125,1833.25
1780761521.932124,15,143.15625,1073.25
1780761521.932124,15,144.546875,1080.0
1780761521.932124,15,159.859375,2294.25
1780761521.932124,15,161.203125,2294.25
1780761521.932124,15,162.59375,2275.0
1780761521.932124,15,168.03125,1869.25
1780761521.932124,8,169.421875,1883.0
1780761521.932124,10,170.703125,1888.0
1780761521.932124,12,172.0625,1870.5
1780761521.932124,12,173.40625,1851.5
1780761521.932124,11,174.734375,1847.75
1780761521.932124,10,176.09375,1840.75
1780761521.932124,11,177.46875,1840.0
1780761521.932124,15,178.78125,1838.5
1780761521.932124,10,180.09375,1829.75
1780761521.932124,9,181.421875,1831.75
1780761521.932124,13,182.796875,1836.0
1780761521.932124,15,184.140625,1834.25
1780761521.932124,15,185.453125,1834.5
1780761521.932124,15,186.78125,1826.75
1780761521.932124,15,210.015625,1249.75
1780761521.932124,15,211.40625,1213.75
1780761521.932124,15,214.09375,1131.5
1780761521.932124,15,218.25,1027.75
1780761521.932124,15,219.671875,1002.5
1780761521.932124,15,221.015625,977.5
1780761521.932124,15,224.453125,670.75
1780761521.932124,15,225.84375,656.75
1780761521.932124,15,227.234375,642.75
1780761521.932124,15,228.609375,629.5
1780761521.932124,15,229.90625,617.75
1780761521.932124,15,231.421875,608.75
1780761521.932124,15,232.65625,600.75
1780761521.932124,15,234.1875,595.5
1780761521.932124,15,235.375,603.0
1780761521.932124,15,240.21875,750.75
1780761521.932124,15,241.65625,740.75
1780761521.932124,15,243.09375,732.75
1780761521.932124,15,244.4375,725.0
1780761521.932124,15,245.734375,716.75
